1	1	0.228	0.0002964	0
1	2	0.2166	0.0033516	0
1	3	0.2052	0.0061788	0
1	4	0.1824	0.0111492	0
1	5	0.1596	0.0152532	0
1	6	0.1368	0.0185592	0
1	7	0.114	0.0209532	0
1	8	0.0912	0.022344	0
1	9	0.0684	0.0222528	0
1	10	0.057	0.0214548	0
1	11	0.0456	0.020064	0
1	12	0.0342	0.0179892	0
1	13	0.0228	0.0150252	0
1	14	0.0171	0.0131328	0
1	15	0.0114	0.0107844	0
1	16	0.0057	0.0077292	0
1	17	0.00285	0.0055632	0
1	18	0	0	0
1	19	0.00285	-0.0032604	0
1	20	0.0057	-0.004446	0
1	21	0.0114	-0.0056772	0
1	22	0.0171	-0.0062472	0
1	23	0.0228	-0.0065208	0
1	24	0.0342	-0.0065664	0
1	25	0.0456	-0.0062472	0
1	26	0.057	-0.0057	0
1	27	0.0684	-0.0051528	0
1	28	0.0912	-0.004104	0
1	29	0.114	-0.003192	0
1	30	0.1368	-0.00228	0
1	31	0.1596	-0.001482	0
1	32	0.1824	-0.0008892	0
1	33	0.2052	-0.0005016	0
1	34	0.2166	-0.0003648	0
1	35	0.228	-0.0002964	0
